ms, kg
301.113, -0.0098
345.166, -0.0098
388.957, -0.0097
430.776, -0.0097
466.378, -0.0097
542.606, -0.0097
578.303, -0.0097
638.461, -0.0097
686.713, -0.0097
724.118, -0.0096
754.109, -0.0097
771.545, -0.0097
801.250, -0.0096
870.220, -0.0096
901.767, -0.0096
945.476, -0.0096
1024.824, -0.0096
1067.030, -0.0096
1102.540, -0.0096
1132.928, -0.0096
1187.269, -0.0096
1230.189, -0.0096
1274.243, -0.0097
1348.875, -0.0097
1408.066, -0.0097
1451.354, -0.0096
1469.197, -0.0096
1511.879, -0.0096
1512.029, -0.0096
1549.902, -0.0096
1597.201, -0.0096
1638.751, -0.0096
1694.121, -0.0096
1723.462, -0.0096
1759.506, -0.0096
1816.041, -0.0095
1859.487, -0.0095
1900.869, -0.0095
1960.081, -0.0094
2002.253, -0.0095
2094.353, -0.0095
2161.441, -0.0094
2198.907, -0.0095
2223.011, -0.0095
2282.624, -0.0095
2307.366, -0.0095
2354.916, -0.0095
2398.222, -0.0094
2465.147, -0.0094
2488.929, -0.0094
2507.375, -0.0094
2572.521, -0.0094
2602.180, -0.0094
2658.673, 0.0013
2683.399, 0.0230
2737.477, 0.0375
2847.031, 0.0761
2972.109, 0.0950
3101.519, 0.1152
3243.000, 0.1567
3343.518, 0.1745
3466.037, 0.1913
3600.840, 0.2179
3713.880, 0.2263
3861.472, 0.2399
3929.835, 0.2478
4070.572, 0.2447
4252.347, 0.2417
4304.590, 0.2385
4448.718, 0.2370
4569.693, 0.2351
4684.233, 0.2320
4796.048, 0.2300
4913.471, 0.2288
5034.378, 0.2252
5176.478, 0.2241
5312.006, 0.2220
5390.271, 0.2195
5552.307, 0.2174
5650.290, 0.2161
5771.317, 0.2127
5893.644, 0.2114
6022.768, 0.2099
6129.949, 0.2063
6256.405, 0.2050
6373.519, 0.2032
6491.934, 0.2018
6687.161, 0.1982
6780.734, 0.1969
6916.103, 0.1952
7021.230, 0.1924
7131.760, 0.1907
7304.045, 0.1892
7399.522, 0.1860
7523.426, 0.1846
7630.396, 0.1829
7726.698, 0.1797
7849.189, 0.1783
7983.163, 0.1768
8081.696, 0.1740
8203.595, 0.1723
8337.213, 0.1708
8446.475, 0.1679
8621.857, 0.1665
8704.415, 0.1650
8814.775, 0.1620
8988.212, 0.1605
9083.313, 0.1592
9208.284, 0.1563
9289.131, 0.1548
9442.262, 0.1533
9569.259, 0.1505
9707.993, 0.1490
9822.713, 0.1476
9914.276, 0.1446
10030.314, 0.1433
10187.953, 0.1419
10287.458, 0.1391
10406.007, 0.1377
10544.102, 0.1364
10662.746, 0.1337
10793.710, 0.1324
10904.302, 0.1310
11055.729, 0.1283
11142.109, 0.1269
11271.039, 0.1256
11387.044, 0.1230
11515.554, 0.1217
11647.610, 0.1204
11726.051, 0.1191
11872.104, 0.1166
12029.284, 0.1153
12197.402, 0.1140
12259.698, 0.1115
12379.399, 0.1103
12464.573, 0.1091
12609.545, 0.1067
12778.145, 0.1054
12879.337, 0.1041
12985.191, 0.1017
13121.850, 0.1005
13200.584, 0.0993
13367.187, 0.0970
13457.681, 0.0958
13574.211, 0.0945
13722.017, 0.0922
13854.589, 0.0910
13938.396, 0.0899
14103.428, 0.0875
14198.264, 0.0863
14317.037, 0.0852
14464.748, 0.0829
14551.689, 0.0819
14686.666, 0.0807
14819.870, 0.0784
14915.730, 0.0773
15056.620, 0.0762
15163.931, 0.0740
15314.969, 0.0729
15400.574, 0.0719
15561.960, 0.0698
15671.043, 0.0688
15773.918, 0.0678
15904.219, 0.0657
16079.425, 0.0648
16156.442, 0.0637
16284.640, 0.0616
16406.886, 0.0607
16525.780, 0.0597
16657.456, 0.0587
16752.782, 0.0567
16880.488, 0.0557
17020.319, 0.0548
17108.489, 0.0530
17279.516, 0.0520
17352.958, 0.0511
17484.189, 0.0492
17606.313, 0.0482
17771.955, 0.0473
17888.220, 0.0455
17990.862, 0.0446
18097.505, 0.0438
18225.093, 0.0420
18343.967, 0.0411
18471.256, 0.0402
18614.392, 0.0385
18706.169, 0.0377
18846.279, 0.0369
18967.591, 0.0352
19081.768, 0.0344
19238.722, 0.0336
19300.757, 0.0320
19423.097, 0.0311
19594.670, 0.0304
19672.129, 0.0289
19812.200, 0.0281
19934.538, 0.0274
20044.632, 0.0259
20193.632, 0.0252
20292.668, 0.0245
20414.864, 0.0231
20542.793, 0.0224
20647.491, 0.0218
20829.796, 0.0205
20911.583, 0.0200
21029.366, 0.0194
21145.435, 0.0184
21274.053, 0.0178
21401.401, 0.0174
21538.240, 0.0169
21622.972, 0.0159
21775.464, 0.0155
21887.458, 0.0150
22035.592, 0.0142
22123.484, 0.0138
22221.071, 0.0135
22356.354, 0.0127
22488.470, 0.0125
22595.021, 0.0122
22752.764, 0.0116
22847.284, 0.0114
23000.907, 0.0112
23117.381, 0.0107
23258.720, 0.0105
23345.240, 0.0102
23473.348, 0.0098
23596.106, 0.0097
23724.839, 0.0095
23841.084, 0.0091
23957.536, 0.0089
24085.567, 0.0088
24198.320, 0.0012
24314.341, -0.0003
24438.439, 0.0047
24567.454, 0.0078
24727.017, 0.0077
24801.808, 0.0075
24948.760, 0.0072
25058.098, 0.0071
25158.685, 0.0069
25320.045, 0.0066
25414.285, 0.0065
25524.580, 0.0064
25673.283, 0.0062
25779.236, 0.0061
25932.756, 0.0060
26034.673, 0.0058
26147.097, 0.0057
26288.562, 0.0056
26411.984, 0.0055
26521.363, 0.0053
26643.814, 0.0052
26762.940, 0.0052
26894.808, 0.0050
27011.160, 0.0049
27133.468, 0.0049
27315.013, 0.0048
27358.234, 0.0047
27491.711, 0.0046
27616.012, 0.0045
27772.213, 0.0044
27859.476, 0.0044
28007.069, 0.0042
28105.576, 0.0041
28254.766, 0.0041
28344.230, 0.0039
28482.607, 0.0039
28585.336, 0.0038
28727.008, 0.0038
28836.766, 0.0037
28974.077, 0.0036
29108.711, 0.0034
29227.539, 0.0034
29317.808, 0.0034
29457.321, 0.0034
29573.267, 0.0034
29662.078, 0.0033
29839.891, 0.0035
29927.365, 0.0035
30080.384, 0.0035
30207.709, 0.0034
30305.567, 0.0034
30452.270, 0.0034
30555.312, 0.0035
30662.655, 0.0034
30779.519, 0.0035
30926.862, 0.0034
31066.855, 0.0035
31189.290, 0.0034
31296.487, 0.0034
31431.026, 0.0034
31520.286, 0.0034
31671.003, 0.0035
31795.367, 0.0035
31885.886, 0.0035
32039.865, 0.0035
32146.479, 0.0035
32253.146, 0.0035
32382.403, 0.0035
32489.198, 0.0035
